split;reason;text;value
14848;title_name;":
Tak, og også tak for at være blevet vist til min rigtige plads i Folketingssalen. Man kan sige, at så længe det går den vej, altså opad, er
det jo til at leve med.
Jeg nåede på grund af tidsbegrænsningen ikke dele af min besvarelse i første omgang. Et af de tal, der også fremgår af den rapport,
spørgeren sigter til, viser, at det her negative nettobidrag fra ikke-";Bjarne Corydon
15227;Time;;Kl. 13:09
15250;name_party;":
Tak for det. Sidste gang tallene kom frem, i 2010, tror jeg det lå lige
under 16 mia. kr. Nu ligger det lige over 16 mia. kr., så man kan jo
godt tillade sig at sige, at der er sket en stigning i udgifterne, og det
er jo nærliggende at få den tanke, at det måske hænger sammen med
en for dårlig integrationsindsats. Man kunne også frygte, at tallene
vil stige fremadrettet, altså udgifterne, fordi der jo alt andet lige er

4

Onsdag den 5. februar 2014 (S 902)

lempet på udlændingepolitikken på en række områder, og derfor
kommer der flere fra ikkevestlige lande.
Så jeg kunne godt tænke mig at spørge finansministeren, om ikke
finansministeren, når nu han ikke vil være med til at genindføre
starthjælpen, vil være med til at kigge på, at man begrænsede indvandringen fra de ikkevestlige lande, når nu man ved, det har en negativ effekt i forhold til dansk økonomi.";Martin Henriksen
16131;Time;;Kl. 13:10
16144;title_name;Finansministeren.;Formanden
16171;Time;;Kl. 13:10
16206;title_name;":
Jo, men lad os lige få en faktuelt korrekt diskussion. Tallet er stort
set det samme, som det har været og har været kendt længe, også
dengang Dansk Folkeparti jo bestemte store dele af den økonomiske
politik i Danmark sammen med VK-regeringen. Det er steget en
smule, og det er det jo, ikke mindst i lyset af at vi har haft en markant økonomisk krise i Danmark. Det får den slags tal til at stige. Men
når man ser på den rapport, Dansk Folkeparti selv holder af, henviser til og gerne vil diskutere, så kan man se, at forudsigelsen er, at
det vil falde og falde markant fremadrettet. Man kan jo ligesom ikke
tage en rapport og så holde meget af et tal og glemme et andet. Det
er ikke specielt sagligt.
Så jeg har det sådan, at det her tal bestemt er noget, der udtrykker
et problem, og det er et problem, jeg gerne vil være med til at løse.
Men det skal selvfølgelig gøres i ordentlighed, og det prøver vi at
gøre. Det gør vi med en stram udlændingepolitik og så i øvrigt med
en aktiv social-, beskæftigelses- og uddannelsespolitik.";Bjarne Corydon
17251;Time;;Kl. 13:11
17264;title_name;Hr. Martin Henriksen.;Formanden
17295;Time;;Kl. 13:11
17318;name_party;":
Jeg synes, man skal lægge mærke til, at finansministeren siger, at det
stort set er det samme. Det er jo steget en lille smule. Det er rigtigt,
at der er lagt nogle forudsætninger ind i beregningerne, der viser, at
det vil falde, men samtidig kan vi konstatere, at det så rent faktisk er
steget i forhold til sidste gang, man lavede beregningerne. Så er det
jo nærliggende at få den tanke, når nu vi kan se, at det er konsekvensen af, at man har ikkevestlig indvandring: Var det så ikke en idé,
uanset om man har en diskussion om starthjælp eller ej, at man kiggede på at begrænse den del af indvandringen, som vi kan se er en
dårlig forretning for Danmark? Det er jo et meget enkelt spørgsmål.
Når nu finansministeren siger, at vi fører en stram udlændingepolitik, så ved jeg ikke, om han vil bruge udtrykket, at vi stort set fører
den samme udlændingepolitik, men man kan jo bare konstatere, at
på en række områder, på asylområdet, på familiesammenføringsområdet osv. går tallene jo altså opad, og der må man antage, med de
erfaringer, som vi har, at det så vil gøre, at udgifterne også vil stige i
fremtiden. Så hvad siger ministeren, uagtet diskussionen om starthjælp, til at have en politisk ambition om at begrænse den del af indvandringen, som vi ved er en dårlig forretning?";Martin Henriksen
18612;Time;;Kl. 13:12
18625;title_name;Finansministeren.;Formanden
18652;Time;"også er forholdsvis bred enighed om, og det omfatter jo også Liberal
Alliance. Så man må se, om ikke den i virkeligheden er ret stabil.
Så har jeg det bare sådan, at jeg gerne vil diskutere rapporter og
tal – det er mit arbejde, jeg synes, det er fint – men det kan jo ikke
nytte noget, at man ligesom vælger et tal, man godt kan lide, i en
rapport, og det andet synes man sådan ligesom skal gemmes lidt
væk.
Den her rapport viser, at vi har et problem med at få den her befolkningsgruppe i beskæftigelse. Den viser også, at en del af problemet handler om, at mange af dem er unge og tager en uddannelse, og
at det må forventes at ville bedre sig markant, hvis vi i øvrigt gør det
rigtige i vores samfund. Måske var det det, vi skulle stå sammen om
i stedet for.";Kl. 13:12
19426;Time;;Kl. 13:13
19439;title_name;Så er det hr. Peter Skaarup for den sidste bemærkning til finansministeren.;Formanden
19524;Time;;Kl. 13:13
19544;name_party;":
Jeg synes, finansministeren har sådan lidt en virkelighedsfjern opfattelse, faktisk lige af det her – modsat mange andre steder inden for
de udgiftsområder, som finansministeren jo har ansvaret for, hvor
man er parat til at lave den ene reform efter den anden, som for de
fleste mennesker ude i samfundet betyder, at der bliver mindre ydelser, og at der bliver færre muligheder for at få god service fra det offentlige. Det kan godt være, at finansministeren bestrider det, men
det er den oplevelse, mange har. Men lige netop når det gælder indvandring og ikkevestlig indvandring, som vi kan se er relativt dyr, så
vil man gerne have flere asylsøgere, så vil man gerne have flere familiesammenførte, så vil man gerne give mere i bistand, altså kontanthjælp i stedet for starthjælp.
Kan finansministeren ikke godt se, at der sikkert er mange ude i
det store fædreland, der siger: Hvorfor skal vi danskere holde for
hele tiden i de her reformer? Hvorfor ikke reformere udlændingepolitikken? Det synes jeg er et godt spørgsmål til finansministeren.";Peter Skaarup
20601;Time;;Kl. 13:14
20614;title_name;Finansministeren.;Formanden
20641;Time;;Kl. 13:14
20676;title_name;":
Det, jeg kan se, er, at Dansk Folkeparti lever politisk af at rejse den
påstand, uanset hvad realiteterne er, og uanset hvad regeringen i øvrigt måtte gøre. Det vil være min forudsigelse, at helt uanset hvad
jeg måtte sige, mene, foreslå og gøre, så vil jeg blive mødt med den
påstand konstant i al den politiske fremtid, jeg kan forestille mig.
Det tror jeg. Det er bare forkert. Der gennemføres reformer i Danmark, ja, men der bliver jo samlet set flere ressourcer til vores fælles
velfærd, og den enkelte dansker får samlet set flere penge til sig selv
i kraft af ikke mindst den skattereform, der er gennemført på det seneste uden Dansk Folkeparti. Det er jo realiteten.";Bjarne Corydon
21362;Time;;Kl. 13:14
21375;title_name;"Tak til finansministeren. Spørgsmålet er sluttet.
Det næste spørgsmål er til ministeren for forskning, innovation
og videregående uddannelser, uddannelses- og forskningsministeren
hedder det vel nu, af hr. Jens Henrik Thulesen Dahl.";Formanden
21617;Time;;Kl. 13:15
21652;title_name;":
Jamen jeg siger det helt enkle, at jeg synes, vi har en både robust,
stram og retfærdig udlændingepolitik i Danmark, som der heldigvis

Spm. nr. S 902 (omtrykt)

Onsdag den 5. februar 2014 (S 902)

2) Til ministeren for forskning, innovation og videregående uddannelser af:";Bjarne Corydon
21960;name_party;":
Er ministeren enig i den tidligere ministers udtalelse om, at der ikke
ligger nogen problematisk tendens i, at antallet af EU-arbejdstagere,
som modtager SU, er steget med en faktor 10, fra 256 i 2012 til
2.643 i 2013, i henhold til ministeriets egen opgørelse?";Jens Henrik Thulesen Dahl
22235;title_name;Værsgo.;Formanden
22252;Time;;Kl. 13:15
22284;name_party;":
Tak.
Er ministeren enig i den tidligere ministers udtalelse om, at der
ikke ligger nogen problematisk tendens i, at antallet af EU-arbejdstagere, som modtager SU, er steget med en faktor 10, fra 256 i 2012 til
2.643 i 2013, i henhold til ministeriets egen opgørelse?";Jens Henrik Thulesen Dahl
22562;Time;;Kl. 13:15
22575;title_name;Ministeren.;Formanden
22596;Time;"Uddannelses- og forskningsministeren (Sofie Carsten Nielsen):
Tak for spørgsmålet, og jeg skal også gerne svare på min forgængers
vegne. Vi er heldigvis fra samme parti og har samme holdning her.
Jeg vil gerne starte med at understrege, at EU-borgere og borgere
fra EØS-lande jo altså udgør en lille andel af SU-modtagerne i Danmark. I 2013 var der ca. 450.000 SU-modtagere, og heraf var godt
11.000 fra EU- eller EØS-lande. Det svarer altså til 2,5 pct. Antallet
af SU-modtagere er siden 2008 steget – og det er det jo, fordi der er
flere i uddannelse – med 135.000, og heraf er 6.000 SU-modtagere
fra EU- og EØS-lande. Den udvikling, der så spørges til nu, er udviklingen i ét blandt flere kriterier, hvorefter EU- og EØS-borgere
kan ligestilles med hensyn til dansk SU. Og det er altså ikke den
samlede udvikling i antallet af SU-modtagere fra EU- og EØS-lande.
Som spørgeren helt sikkert ved, afsagde EU-Domstolen jo dom i
den her sag i februar 2013, den såkaldte L.N.-dom. Dommen betyder, at EU- og EØS- borgere, der indrejser til Danmark med det hovedformål at studere, har ret til SU, hvis de samtidig har status som
arbejdstagere. Dommen blev jo drøftet i detaljer i forbindelse med
forhandlingerne om en reform af SU-systemet sidste forår, også herunder at dommen medfører merudgifter, og at regeringen på de kommende finanslove derfor indarbejder et skøn på 200 mio. kr. efter
skat og tilbageløb. 200 mio. kr. svarer til en stigning på cirka 5.500
helårsmodtagere af SU, og det svarer erfaringsmæssigt til ca. 2.000
nye støttemodtagere om året.
Den nu tidligere uddannelsesminister orienterede også SU-forligskredsen om status for udviklingen den 16. januar. Som det fremgår af den status, er der som forventet sket en markant stigning i antallet af godkendte ansøgninger fra EU- og EØS-borgere, der ligestilles som vandrende arbejdstagere, og det er fra 256 til de her 2.631
her i 2013. Den stigning omfatter også berostillede og genoptagne
sager.

5

tilbage i februar 2013, som jo gør, at man som vandrende arbejdstager har ret til at kunne gå på en uddannelse i Danmark. Den udvikling, som jeg spørger ind til, handler jo om, at der faktisk er sket en
tidobling bare i 2013. Så spørger jeg, om ministeren ikke er bekymret over det.
I notatet fra ministeriet står der, at der som forventet er sket en
markant stigning, som så er den her stigning på op til ca. 2.600. Ministeren siger selv, at de 200 mio. kr., som man har sat af, svarer til
et antal på 5.500. Så er min bekymring i hvert fald vakt, for når vi
allerede er på 2.500 i det første år og det nu bliver kendt, at vi har
den her ordning, så vil jeg da forvente, at der også er en markant
stigning til næste år, og at vi så hurtigt er oppe over de 5.500. Og
dermed er vi jo så tilbage i det, som også ligger i aftalen om SU,
nemlig at hvis det her overstiger de 200 mio. kr. og dermed de
5.500, har regeringen sådan set forpligtet sig til at tage nogle initiativer.
Så jeg vil gerne høre ministeren, om ministeren ikke er bekymret
over den her udvikling. Og hvis ministeren ikke er bekymret, må vi
jo tage den derfra. Men hvis ministeren er enig i, at der godt kan være en bekymring, hvordan vil ministeren så håndtere det her problem? Hvordan vil man tage fat i det, som faktisk står i aftalen om
SU, nemlig at såfremt udviklingen afviger væsentligt fra det forudsatte, forpligter parterne sig til at iværksætte værnsinitiativer, og i
den forbindelse at Danmark aktivt vil arbejde i enhver relevant europæisk sammenhæng for at fremme forudsætningen for at opretholde
det nuværende danske SU-system?
Så igen: Giver det her ikke anledning til bekymring, når vi har en
tidobling i løbet af det første år, efter at det her er blevet kendt?";Kl. 13:15
26316;Time;;Kl. 13:20
26329;title_name;Uddannelses- og forskningsministeren.;Formanden
26376;Time;"Uddannelses- og forskningsministeren (Sofie Carsten Nielsen):
Nej, det gør det faktisk ikke, for nu kommer jeg til forklaringen. Ansøgningerne kommer jo netop fra de her 2.565 borgere fra EU- og
EØS-lande, men af dem har tre fjerdedele påbegyndt en uddannelse i
Danmark tidligere end 2013. Og merudgifterne ligger altså inden for
de her 200 mio. kr., og udviklingen i 2013 – og nu er vi jo kun lige
inde i 2014 – omfatter altså både studerende, der har påbegyndt en
uddannelse før 2013, og ca. 600 nye studerende i 2013. Så det er det
omfang, vi taler om. Det er jo, fordi dommen ligger der nu og derfor
også har virkning tilbage. På den baggrund er jeg sådan set helt enig
med den tidligere uddannelsesminister – og det var det, spørgeren
spurgte om – som udtaler, at der ikke på den baggrund på det foreliggende grundlag er tale om en problematisk og i al fald heller ikke
overraskende tendens.
Vi følger selvfølgelig udviklingen tæt – det er jo det, spørgeren er
optaget af – og hvis den afviger fra det forudsatte, men det gør den
ikke på nuværende tidspunkt, fordi det er tilbagevirkende, vil vi orientere SU-forligskredsen. (Formanden: Ja tak!). Og til sidst vil jeg
lige nævne, at jeg forventer, at den første af de aftalte årlige drøftelser vil være til sommer.";Kl. 13:20
27657;Time;;Kl. 13:21
27668;Time;;Kl. 13:18
27681;title_name;Hr. Jens Henrik Thulesen Dahl.;Formanden
27724;title_name;Hr. Jens Henrik Thulesen Dahl, værsgo.;Formanden
27773;Time;;Kl. 13:21
27783;Time;;Kl. 13:18
27815;name_party;":
Tak. Ja, jeg håber jo, at ministeren kommer tilbage, for jeg spurgte
jo egentlig, om ministeren ikke var bekymret over udviklingen. Baggrunden for det her er jo, som det også blev sagt, den dom, der faldt";Jens Henrik Thulesen Dahl
28053;name_party;":
Jeg er jo glad for at høre, at vi selvfølgelig får en opfølgning på tallene, fordi det er jo det rigtig vigtige i det. Jeg er stadig væk bekymret.

6

Onsdag den 5. februar 2014 (S 893)";Jens Henrik Thulesen Dahl
28252;Time;"Man kan sige, at det første år, hvor den her regel har været kendt,
kom der så 600. Hvis vi ganger det med 10, kommer der 6.000 i år,
og så er vi langt, langt over det beløb, der er. Så jeg vil gerne høre
ministeren om, hvad hun vil stille i udsigt. Hvad vil ministeren gøre
for at håndtere det her problem? Og samtidig vil jeg spørge ministeren: Når den forventede stigning nu har været, som den var forventet
i år, hvordan er den forventede stigning så i de kommende år?";Kl. 13:25
28739;title_name;"Tak til uddannelses- og forskningsministeren. Det spørgsmål er sluttet.
Næste spørgsmål er til ministeren for by, bolig og landdistrikter
af fru Anni Matthiesen.";Formanden
28911;Time;;Kl. 13:22
28922;Time;;Kl. 13:25
28935;title_name;Ministeren.;Formanden
